Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",L***,14 Maret 2017,5.0,coba nasinya agak banyak. porsi nasi segitu aku masih lapar.,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas - Tambah Sambel,19 Februari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***,15 Maret 2018,3.0,tulisannya bebek besar datangnya bebek biasa,Nasi Bebek Sambel Ijo Super Pedas,10 Februari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***** H******,31 Desember 2017,3.0,"biasanya bintang 5 tapi hari ini kecewa karena ada sehelai rambut, tolong diperhatikan yaa thank you",Nasi Ayam Kremes T3 Sambel Bawang,6 Februari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V***** A***,12 Desember 2017,5.0,mantappp dan pesan lagi dan pesan lagi...enakkk pokok nya....,Nasi Tahu Tempe Terong - Paket Nasi Bandeng Presto Utuh - Paket Mantul 3 (ayam),4 Februari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y******,26 Agustus 2017,4.0,"sring bgt pesen disini, tp tiap minta sambel dilebihin ya sama aja. huft",Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,22 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y******,26 Agustus 2017,3.0,mana sambelnya?,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,17 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",G**** G********,3 Agustus 2018,5.0,mantap masakanya dan porsinya banyak,Paket Nasi Bandeng Presto Utuh - Nasi Ayam Kremes T3 Sambel Ijo,13 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F****,9 Juli 2016,4.0,"ayamnya standart besarnya beda sama yg di display, sambelnya kurang. tapi rasa mantap!",Telur Mata Sapi / Dadar - Nasi Ayam Mangap T3 Sambel Terasi,13 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S**** M******,21 Desember 2016,4.0,nasinya porsi anak anak. untuk babatnya cuma dapet 3 potong kecil. rasanya lumayan,Paket Nasi Babat Gaspol T2,13 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D***,11 Januari 2018,5.0,Wenakkkk pake pollll,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas - Nasi Ayam Kremes T3 Sambel Bawang,9 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I****,8 Januari 2017,4.0,sambale kurang banyak,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,8 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S*****,26 September 2016,5.0,"sayang ada rambut di kotaknya, tolong diusahakan lebih bersih lagi yaa",Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,6 Januari 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",L**,15 Januari 2018,5.0,kurang banyak hehe,Nasi Ayam Mangap T3 Sambel Teri,28 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",K*****,16 Mei 2018,1.0,gak sesuai permintaan,Paket Mantul 3 (ayam),19 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R****,7 November 2016,5.0,mantuuullll👍👍👍👍,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,18 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S************,2 Oktober 2016,3.0,nasinya kurang 1,Nasi Putih - Penyetan Telur Anti Sambat,17 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",P****,12 September 2016,5.0,sambalnya kok aneh gitu,Paket Nasi Babat Gaspol T2,16 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",C***** L****,27 November 2019,4.0,"enak sih, tp porsinya dkit bgtt hehe",Nasi Babat Udang Spesial,13 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S*****,7 November 2019,1.0,"porsi 17rb, kog babatnya cuma dpt 3kecil...masih bau juga...gak layak",Paket Nasi Babat Gaspol T2,9 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F***** W*******,9 Agustus 2016,3.0,katanya bandeng presto utuh ternyata cuma bagian ekor,Paket Nasi Bandeng Presto,10 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F********* G******,26 November 2017,2.0,nasi putihnya mentah,Paket Mantul 4 (mujair) - Telur Mata Sapi / Dadar,10 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S***** A*******,13 Juli 2015,3.0,porsi mini banget untuk harga segitu.,Nasi Babat Udang Spesial,6 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",E***** S*******,2 Desember 2019,3.0,tidak sesuai pesanan ...,Nasi Ayam Kremes T3 Sambel Ijo - Paket Mantul 3 (ayam),5 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D**** M******,19 Agustus 2015,1.0,bebek.nya gak ada rasaaa.. gurih juga enggak hiks,Paket Mantul 1 (bebek),4 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***,18 September 2018,3.0,porsi kurang...seharusnya lebih uk harga 20k nan,Paket Nasi Bandeng Presto,4 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",T****,30 April 2018,1.0,"Nmanya ayam goreng sambel ijo.. tapi nggak ada sambelnya.. jangankan sambel ijo, sambel merah aj nggak ada. bumbu kuning jg nggak ada.",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,2 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",N*******,14 Desember 2018,3.0,nasi sudah sedikit berair dn hampir basi..,Nasi Udang Kremes T3 + Telur Sbl Bawang S. Pedas,28 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F**** S*********,13 September 2017,5.0,mantap terimakasih,Nasi Bebek Sambel Ijo Super Pedas,2 Desember 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",B**** P**** M****,4 Juni 2018,1.0,sambelnya basiiiiiiii,Paket Nasi Lele Dhower - Nasi Babat Udang Spesial,29 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",G***** F******,31 Agustus 2015,2.0,nasinya g enak bebeknya bau cuma sambalnya yg oke,Nasi Bebek Sambel Ijo Super Pedas,27 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M R*** A**** S******,31 Juli 2017,5.0,Sambel nya kelupaan,Nasi Ayam Mangap Sambel Pencit Mak Nyuss,23 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A** S***,6 November 2015,4.0,"ga tau apa karena lagi promo, porsi bebeknya kecil amat. dan sambelnya terlalu sedikit",Nasi Bebek Sambel Ijo Super Pedas,21 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***** H******,31 Desember 2017,5.0,"Sambalnya mantap, bebekny juga enak + besar love it😍😍",Nasi Bebek Sambel Ijo Super Pedas,19 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",P**** T*** T***,9 Juni 2017,1.0,makanannya gak sesuai dgn menu yg dipesan..,Nasi Ayam Mangap T3 Sambal Terasi + Es Teh,18 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S*****,20 Juni 2017,3.0,beli bebek masa dapet leher doang :(,Nasi Bebek Sambel Ijo Super Pedas,13 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W**** H*******,16 Juli 2019,5.0,very recommended,Paket Mantul 3 (ayam),13 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V***** D***,20 Oktober 2017,5.0,enak pakai banget,Paket Mantul 3 (Ayam),12 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M***,1 Juli 2016,5.0,dark choconya dabesstt,Telur Mata Sapi / Dadar - Paket Nasi Bandeng Presto,11 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M******* R*******,12 September 2019,4.0,Sambel bisa lebih pedes lagi,Paket Nasi Bandeng Presto,11 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R*****,4 Agustus 2016,5.0,mintax dada dikasih paha overall baguss,Nasi Ayam Mangap Sambel Teri,11 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M** R***** D** K********,16 Juni 2018,4.0,ayamnya semakin kecil untuk paha,Nasi Ayam Mangap T3 Sambel Terasi,7 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R*** N******,5 Juli 2017,3.0,"Kemasannya rapi banget, lengkap sama sendok juga. cuman sambel sama nasi nya dikit banget 🙏",Paket Mantul 4 (Mujair),6 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R**,5 November 2018,4.0,"sambal jangan manis""",Nasi Ayam Mangap Sambel Pencit Mak Nyuss,4 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S***,11 Agustus 2015,4.0,Bebeknya kurang kering,Nasi Bebek Sambel Ijo Super Pedas,2 November 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A**,16 Agustus 2016,1.0,rasa ayam hambar dan kurang matang gorengnya,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,31 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V*****,12 Juli 2018,4.0,bumbu kuningnya gaada hiks,Nasi Ayam Mangap Sambel Teri,29 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y******* A******,10 Desember 2017,5.0,"semuanya sedaaappp. Cuman 1, telurnya kurang asin malah kesannya hambar hehe. tp enak makasih",Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas - Telur Mata Sapi / Dadar,29 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",L***,21 Juni 2018,3.0,sambalnya kurang.,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,28 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M***** C**** K************,31 Januari 2019,2.0,"saya tambh nasi dikasih nasi cuma 1 tp byarnya sama,,tulisan nasi,lele 16 ribu tmbh nasi dikasih 1 kecewa",Paket Mantul 2 (lele) - Nasi Putih,23 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A*****,14 Juli 2017,4.0,"rasa dan isi masakannya beda dari orderan sebelumnya padahal dgn menu sama, sambalnya tadi sudah tidak segar/basi",Nasi Udang Kremes + Telur T3 Sambel Pencit - Nasi Udang Kremes + Telur T3 Sambel Terasi Muantep,22 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",E***** L***,24 Agustus 2018,5.0,"harganya terjangkau murah, porsi lauknya besar sesuai plus ada paket minum, yg paling suka disertai sendok bwt makan. jarang2 lho ada seperti ini, seharusnya memang seperti partner ini disertai sendok,  krn yg pesen gofood biasanya org yg lg bth bwt makan, perkembangkan trus, rekomended",Nasi Ayam Mangap T3 Sambel Terasi,19 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",N**** B****,5 Februari 2018,3.0,sambalnya tidak sesuai dan tidak pedas,Paket Nasi Bandeng Presto,15 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D****,21 September 2019,1.0,diaplikasi tulisannya free es teh tpi ketika makanan datang es teh gak ada driver ditanya gak tau,Penyetan Telur Anti Sambat,10 Oktober 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W**** A*****,23 Januari 2019,1.0,bebeknya banyak bulunya dan belom matang,Paket Mantul 1,21 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D****** I***,14 Maret 2019,4.0,ayam agak alot tapi bumbunya enak,Paket Mantul 3,24 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D***** L*******,23 Juni 2016,3.0,bebeknya alot bos😬😬,Paket Mantul 1,23 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W**** H*******,16 Juli 2019,5.0,so very delicious,Paket Mantul 1,18 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",H** T*** !,28 Agustus 2019,5.0,#MANTUL.....!!!!,Paket Mantul 1,17 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D** R**** N** A******,23 Juni 2015,5.0,Enak Sekali..... 😍,Paket Nasi Bandeng Presto,16 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V*** A***** S************,9 April 2018,2.0,"tdak sesuai menu yg tersedia....
ktaxa dpet es teh... kok sya gk ada es teh.nya😢",Nasi Telor Anti Sambat T3,11 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M*****,29 Desember 2016,4.0,sambal terlalu sedikit,Paket Nasi Bandeng Presto,9 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M******,1 Februari 2019,5.0,sambelnya kurang banyak,Nasi Babat Gaspoll,3 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y**** T**,22 Februari 2019,4.0,"tempenya jangan pake yang lama ya kak, hehe",Paket Nasi Bandeng Presto,3 September 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",N***** D***,17 Agustus 2015,3.0,"di menunya uda include es teh,giliran dateng ga ada es tehnya. 😏",N/A,27 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I** M********,29 April 2019,2.0,"bebeknya kurang bersih,aromanya nggak enk,jd malah gak nafsu makan",N/A,27 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",O****** E** Z****,28 Oktober 2017,3.0,terlalu pelit ngasih sambel...,N/A,23 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",D**** A****,17 Juli 2019,2.0,saya pesan mujaer dikasih ayam,N/A,21 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***** D*,20 Mei 2017,5.0,Nikmat banget ❤,N/A,19 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",T*** F**** N******,16 Juni 2015,3.0,Kurang asin ikannya,N/A,12 Agustus 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I*** N*********,29 Juli 2015,5.0,Enaaakk dan murah,N/A,30 Juli 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R***** D*,17 Agustus 2015,5.0,sambalnya mantap,N/A,2 Juli 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F**** M******* T*****,17 Mei 2017,4.0,"timunnya kaya tua gitu, terus pas dimakan agak asem kecut hehe, maap ya pak bu itu yang saya rasakan :( overall semuanya dah enaak",N/A,18 Juni 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",J******* R***** S*********,25 Maret 2016,3.0,Bebeknya kurang besar,N/A,18 Juni 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",P******,2 Oktober 2016,4.0,kulit ayamnya gede bangeet,N/A,15 Juni 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V***,19 November 2017,4.0,"mintanya bebeg,dksih ayam😧",N/A,10 Juni 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",B*** S******,26 Agustus 2018,5.0,Harga msh sesuai dg kualitas rasa nya,N/A,22 Mei 2019,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W*** I****,12 September 2018,5.0,Sambelnua enak lele tempenya gurij kering kriuk2..porsi nasinya okeeee,N/A,27 Februari 2019,2025-07-11 22:16:10
"Kebab Turki Baba Rafi, Ruko Nginden",steven,7 Desember 2015,1.0,Dagingnya sangat sedikit !!!,Meiriah 1,5 Juli 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Windy,25 Juli 2018,1.0,"BURUK NOTE GAK DIBACA MINTA KERING MALAH LOYO BGT, DAGING DINGIN SMUA DINGIN GAK NIAT KERJA RISEN AJA",Kebab Sapi Original,25 Juni 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Tyas,21 Maret 2020,5.0,"signaturenya uenaakk polll saosnya melimpahh. cuma ada beberapa daging kebagian alot gabisa dikunyah, kayak pas otott 😭 mungkin bisa dipotong potong dulu pendek pendek gitu sama dipilihin sekiranya daging yang alot jangan disertakan, hampir kelolotan 😭
tapi best uenakk emangg 😍",Signature Smoked Kebab - Kebab Sapi Original,19 Juni 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",M*** A*******,8 Desember 2020,3.0,dagingnya aga asem,Syawarma - Meiriah 2,15 Juni 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",R****,16 Juli 2016,2.0,semakin lama rasanya jd g enak daging keras dan gosong dan kering ga fresh. beli 2 ga enak smua daging gosong dan keras,Meiriah 2,19 Mei 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",dyah,30 November 2017,3.0,"biasanya dagingnya enak, ini ada bbrp yg kecut. baru kali ini si, soalnya biasanya enak terus krn sering beli. tadi tinggal separo dagingnya kubuang, jadi makan selada sm kulitnya aja. semoga besok dicek terus ya bau dagingnya..",Kebab Sapi Ori Klasik,13 Mei 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Roymond Arvian,15 Agustus 2015,5.0,Kok ga ada sayurnya sama sekali ?,Signature Smoked Kebab - Roti Canai,10 Mei 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",danti ayu,21 November 2015,1.0,"Sudah ditulis tidak pedas. Masih saja dikasih saos pedas, itu buat anak sy",Kebab Sapi Original - Signature Smoked Kebab,10 Mei 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Latif,26 November 2017,5.0,signature smoked beef nya enak bangettt,Paket Lebaran 3,28 April 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",muflih,11 Maret 2019,1.0,dapet nya kecil ngga kaya biasanya,Paket Lebaran 3,28 April 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",ika,15 Oktober 2015,5.0,pertahankan kualitas nya 👍🏻👍🏻👍🏻,Kebab Sapi Original,5 April 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Y****,13 Oktober 2020,4.0,kenapa kebabnya makin kecil? :(,Kebab Sapi Ori Klasik - Kebab Sapi Black Klasik,4 April 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",S*********** N****** K***********,15 Januari 2019,4.0,"Saya pesennya tidak pedas, tp makanannya pedas",Paket Bukber-in 2,22 Maret 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Dukhaan,28 Maret 2017,5.0,"enak banget smoked beef nya smoga bisa konsisten terus, bakal beli lagi sih",Paket Bukber-in 2,17 Maret 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",hana uchiha,6 April 2019,5.0,selalu pas di manapun aku pesan ☺,Kebab Sapi Ori Klasik,4 Maret 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",A********,1 Juli 2020,4.0,canai coklat kejuny eneg? meses coklatnya ngendall banyakan coklat daripada kejunya. gak seimbangg,Kebab Sapi Ori Klasik,16 Februari 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",R*********,5 Mei 2021,2.0,"padahal beli meat lovers tapi daging nya dikit, terus masaknya kurang lama, biasanya agak coklat ini putih kebabnya terus pas mau makan ternyata dingin hadeh",Paket Bucin 1,8 Februari 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",N***,11 Mei 2020,3.0,kayaknya dagingnya gak fresh,Kebab Sapi Ori Klasik,10 Januari 2025,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Intan Mei,12 Maret 2017,2.0,Kek mana ini? Tortilla wrap mentah masih tepung 🥹 Yang masak niat kerja ga ya? Owner nya kemana ini? Sebagian besar kebab baba rafi rating jelek. Lama2 kukut loh,Signature Smoked Kebab - Kebab Chijeu,23 Desember 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",F***** M*******,6 Juni 2020,2.0,daging nya banyak lemak trs agak bau prengus,Signature Smoked Kebab,18 Desember 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",N***** F******* P****,29 Oktober 2019,1.0,jangan beli di sini ga jelas rasanya,Kebab Sapi Ori Klasik - Kebab Chijeu,12 Desember 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",D**** A***** H******,3 Juli 2020,3.0,kecil porsinya padahal digambar besar,Kebab Sapi Black Klasik - Kebab Sapi Ori Klasik,18 Oktober 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",F**** F******,20 Agustus 2021,2.0,"maaf, smoked beef nya kenapa alot? mohon untuk diperbaiki lagi ya. sukses selalu",Signature Smoked Kebab,3 Desember 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",alvi,28 Juni 2021,2.0,"disini selalu dpt yg gosong dagingnya hitam keras bgt 
terpaksa bli dsni krna ada menu tmbh keju
kalau ditempat lain gk ada 
tolong di perhatikan lagi",Kebab Sapi Original,21 November 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",pierre,18 November 2024,1.0,parkiree larangee 50 susok 5k,Kebab Sapi Black Klasik,18 November 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",T***,24 April 2019,3.0,"kulit tortillanya masi kecium bau mentahnya, tp karna laper yauda dimakan aja huhu",Kebab Sapi Ori Klasik,28 Oktober 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",andik purnomo,12 Juni 2017,2.0,saosnya g sepadan dg isinya .pelit. beda dg pembelian saya pas awal bulan kmrn. apa pegawainya beda ya? tlg klo jual yg stabil biar rasa selalu enak,Kebab Sapi Ori Klasik - Kebab Sapi Ori Klasik,13 September 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",bu erwyn,24 Juli 2017,5.0,mantaapp... sesuai noted... trimakasih... baba rafi tetep dihati...,Kebab Sapi Original - Kebab Sapi Ori Klasik,3 September 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",G****,17 Mei 2017,2.0,"tulisan untuk informasinya salah kak, jadi ketuker antara chijeu sama yg klasik",Septakuler 1 - Kebab Sapi Ori Klasik,3 September 2024,2025-07-11 22:16:22
"Kebab Turki Baba Rafi, Ruko Nginden",Nayla Hikaru,2 Juli 2024,5.0,"puas deh, dagingnya enak",Kebab Chijeu - Kebab Sapi Original,15 Juli 2024,2025-07-11 22:16:22
